# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
53.582894;10.414309;37.290462;-1.013277;0.000058;7.500000;0.000000
53.782830;10.520127;37.120782;-1.012990;0.002813;7.500000;0.000000
53.982766;10.625976;36.951236;-1.012390;0.003158;7.500000;0.000000
54.182702;10.731948;36.781731;-1.011727;0.003474;7.500000;0.000000
54.382639;10.838051;36.612279;-1.011001;0.003791;7.500000;0.000000
54.582575;10.944292;36.442892;-1.010211;0.004107;7.500000;0.000000
54.782511;11.050678;36.273582;-1.009358;0.004424;7.500000;0.000000
54.982447;11.157217;36.104362;-1.008442;0.004742;7.500000;0.000000
55.182383;11.263915;35.935244;-1.007462;0.005060;7.500000;0.000000
55.382319;11.370780;35.766241;-1.006418;0.005379;7.500000;0.000000
55.582256;11.477820;35.597365;-1.005310;0.005699;7.500000;0.000000
55.782192;11.585041;35.428627;-1.004139;0.005965;7.500000;0.000000
55.982128;11.692495;35.259940;-1.003168;0.003744;7.500000;0.000000
56.182064;11.800061;35.091353;-1.002642;0.001520;7.500000;0.000000
56.382000;11.907668;34.922817;-1.002560;-0.000704;7.500000;0.000000
56.581936;12.015242;34.754280;-1.002923;-0.002929;7.500000;0.000000
56.781873;12.122709;34.585692;-1.003731;-0.005155;7.500000;0.000000
56.981809;12.229996;34.417003;-1.004985;-0.007381;7.500000;0.000000
57.181745;12.337030;34.248163;-1.006683;-0.009607;7.500000;0.000000
57.381681;12.443738;34.079120;-1.008826;-0.011833;7.500000;0.000000
57.581617;12.550046;33.909826;-1.011414;-0.014057;7.500000;0.000000
57.781553;12.655880;33.740228;-1.014444;-0.015994;7.500000;0.000000
57.981490;12.761193;33.570308;-1.017392;-0.013500;7.500000;0.000000
58.181426;12.866053;33.400095;-1.019842;-0.011008;7.500000;0.000000
58.381362;12.970543;33.229643;-1.021794;-0.008516;7.500000;0.000000
58.581298;13.074747;33.059007;-1.023247;-0.006025;7.500000;0.000000
58.781234;13.178748;32.888240;-1.024203;-0.003535;7.500000;0.000000
58.981170;13.282631;32.717396;-1.024661;-0.001045;7.500000;0.000000
59.181107;13.386478;32.546530;-1.024621;0.001444;7.500000;0.000000
59.381043;13.490374;32.375695;-1.024084;0.003934;7.500000;0.000000
59.580979;13.594402;32.204946;-1.023048;0.006424;7.500000;0.000000
59.780915;13.698646;32.034336;-1.021518;0.008591;7.500000;0.000000
59.980851;13.803173;31.863891;-1.019877;0.007822;7.500000;0.000000
