# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
87.983077;64.676811;18.215028;4.202574;0.209753;7.252678;0.000000
88.183038;64.583263;18.039370;4.243086;0.197335;7.252678;0.000000
88.383000;64.496565;17.859914;4.281183;0.184977;7.252678;-0.000000
88.582961;64.416410;17.677068;4.316899;0.172860;7.252678;0.000000
88.782923;64.342490;17.491241;4.350289;0.161116;7.252678;0.000000
88.982884;64.274497;17.302839;4.381422;0.149830;7.252678;0.000000
89.182846;64.212124;17.112271;4.410377;0.139052;7.252678;0.000000
89.382807;64.155064;16.919945;4.437236;0.128798;7.252678;0.109955
89.582769;64.103009;16.726267;4.462083;0.119063;7.255709;0.131707
89.782730;64.055651;16.531646;4.484998;0.109821;7.259338;0.094963
89.982692;64.012583;16.336007;4.506123;0.101188;7.261953;0.058147
90.182653;63.973514;16.139670;4.525511;0.092451;7.263554;0.020028
90.382615;63.938137;15.942958;4.543090;0.083413;7.264105;-0.020737
90.582577;63.906073;15.745870;4.558825;0.074153;7.263534;-0.065615
90.782538;63.876940;15.548403;4.572689;0.064737;7.261728;-0.131303
90.982500;63.850359;15.350558;4.584663;0.055222;7.258111;-0.195511
91.182461;63.825948;15.152333;4.594737;0.045656;7.252723;-0.256330
91.382423;63.803327;14.953726;4.602906;0.036076;7.245652;-0.332725
91.582384;63.782116;14.754737;4.609168;0.026513;7.236464;-0.421450
91.782346;63.761934;14.555364;4.613526;0.016991;7.224809;-0.519207
91.982307;63.742456;14.356358;4.615577;0.001451;7.210425;-0.622728
92.182269;63.723046;14.157472;4.614008;-0.017144;7.193134;-0.728850
92.382230;63.702937;13.958490;4.608723;-0.035696;7.172844;-0.834584
92.582192;63.681401;13.759585;4.599724;-0.054275;7.149540;-0.937193
92.782153;63.657706;13.560929;4.587001;-0.072931;7.123280;-1.048219
92.982115;63.631122;13.362693;4.570541;-0.091678;7.093794;-1.161095
