# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
27.794976;114.974342;29.372676;4.038036;0.020836;7.186205;-2.108190
27.994940;114.849912;29.216443;4.041321;0.012058;7.127301;-2.171755
28.194904;114.725873;29.059928;4.042852;0.003269;7.066107;-2.200932
28.394868;114.601935;28.903331;4.042627;-0.005521;7.003546;-2.194391
28.594832;114.477805;28.746847;4.040647;-0.014301;6.940609;-2.177327
28.794796;114.353195;28.590675;4.036914;-0.023062;6.877593;-2.160189
28.994760;114.227811;28.435011;4.031431;-0.031788;6.814497;-2.091853
29.194723;114.101364;28.280053;4.024205;-0.040466;6.752835;-1.980002
29.394687;113.973563;28.125998;4.015242;-0.049073;6.693946;-1.831480
29.594651;113.844116;27.973044;4.004554;-0.057585;6.639010;-1.651711
29.794615;113.712571;27.821204;3.992116;-0.067827;6.589074;-1.456778
29.994579;113.577600;27.669761;3.975963;-0.091535;6.544715;-1.270696
30.194543;113.439928;27.520947;3.954936;-0.116063;6.505774;-1.092493
30.394507;113.299140;27.375767;3.928892;-0.141718;6.472108;-0.921298
30.594471;113.154821;27.235227;3.897650;-0.168701;6.443581;-0.756325
30.794434;113.006556;27.100333;3.861015;-0.197065;6.420067;-0.596861
30.994398;112.853930;26.972089;3.818798;-0.226651;6.401449;-0.442257
31.194362;112.696529;26.851502;3.770851;-0.257019;6.387620;-0.291918
31.394326;112.533936;26.739576;3.717109;-0.287369;6.378475;-0.145298
31.594290;112.365737;26.637316;3.657635;-0.316500;6.373918;-0.001893
31.794254;112.192097;26.546001;3.593359;-0.325060;6.373858;0.000000
31.994218;112.014066;26.466194;3.534032;-0.282855;6.373858;0.065574
32.194181;111.830798;26.395938;3.482689;-0.240424;6.375915;0.290589
32.394145;111.643032;26.333985;3.439257;-0.199191;6.385022;0.514643
32.594109;111.451506;26.279088;3.403526;-0.159856;6.401120;0.739854
32.794073;111.256958;26.230000;3.375229;-0.122578;6.424190;0.965903
32.994037;111.060125;26.185472;3.354098;-0.087141;6.454186;1.176468
33.194001;110.861746;26.144259;3.339911;-0.053093;6.490533;1.371895
33.393965;110.662558;26.105112;3.332517;-0.019838;6.532662;1.551634
33.593928;110.463299;26.066784;3.331849;0.013301;6.579986;1.714279
33.793892;110.264550;26.028004;3.337603;0.035679;6.631878;1.857612
33.993856;110.066531;25.987974;3.344357;0.031157;6.687654;1.978681
34.193820;109.869520;25.946859;3.350160;0.026477;6.746558;2.073965
34.393784;109.673373;25.904833;3.354990;0.021662;6.807751;2.139675
34.593748;109.477946;25.862075;3.358833;0.016734;6.870312;2.172266
34.793712;109.283095;25.818759;3.361674;0.011715;6.933249;2.194867
34.993675;109.088677;25.775063;3.363502;0.006630;6.996265;2.217544
35.193639;108.894547;25.731163;3.364312;0.001500;7.059362;2.186375
35.393603;108.700563;25.687234;3.364098;-0.003650;7.121024;2.105774
35.593567;108.506581;25.643454;3.362861;-0.008797;7.179912;1.980082
35.793531;108.312286;25.599958;3.360698;-0.011054;7.234848;1.812978
35.993495;108.117453;25.556777;3.358805;-0.007916;7.284785;1.620953
36.193459;107.922432;25.513877;3.357537;-0.004790;7.329144;1.431035
36.393422;107.727259;25.471140;3.356891;-0.001674;7.368084;1.243341
36.593386;107.531972;25.428446;3.356867;0.001434;7.401750;1.057993
36.793350;107.336605;25.385676;3.357464;0.004535;7.430278;0.875116
36.993314;107.141196;25.342711;3.358681;0.007630;7.453792;0.694837
37.193278;106.945781;25.299432;3.360518;0.010721;7.472409;0.517283
37.393242;106.750397;25.255720;3.362973;0.013809;7.486239;0.342580
37.593206;106.555080;25.211455;3.366048;0.016895;7.495384;0.170854
37.793169;106.360058;25.166565;3.369645;0.017790;7.499941;0.002227
37.993133;106.165415;25.121040;3.372993;0.015714;7.500000;0.000000
38.193097;105.970881;25.074895;3.375928;0.013643;7.500000;0.000000
38.393061;105.776445;25.028213;3.378449;0.011575;7.500000;0.000000
38.593025;105.582096;24.981076;3.380558;0.009510;7.500000;0.000000
38.792989;105.387823;24.933565;3.382253;0.007448;7.500000;0.000000
38.992953;105.193616;24.885764;3.383537;0.005387;7.500000;0.000000
39.192916;104.999464;24.837755;3.384408;0.003327;7.500000;0.000000
39.392880;104.805356;24.789619;3.384868;0.001267;7.500000;0.000000
39.592844;104.611282;24.741440;3.384915;-0.000794;7.500000;0.000000
39.792808;104.417170;24.693285;3.384526;-0.003351;7.500000;0.000000
39.992772;104.222993;24.645253;3.383546;-0.006448;7.500000;-0.207012
40.192736;104.028785;24.597479;3.381947;-0.009548;7.494479;-0.428009
40.392700;103.834511;24.550082;3.379727;-0.012648;7.483050;-0.639770
40.592663;103.640140;24.503181;3.376888;-0.015749;7.465934;-0.854320
40.792627;103.445637;24.456897;3.373430;-0.018850;7.443018;-1.112191
40.992591;103.250970;24.411347;3.369351;-0.021948;7.413077;-1.449815
41.192555;103.056105;24.366653;3.364654;-0.025043;7.373865;-1.741840
41.392519;102.861009;24.322933;3.359338;-0.028132;7.326478;-1.990861
41.592483;102.665649;24.280306;3.353405;-0.031213;7.271938;-2.198808
41.792447;102.470057;24.238889;3.347290;-0.026250;7.211222;-2.367279
41.992411;102.274264;24.198493;3.343225;-0.014419;7.145277;-2.498020
42.192374;102.078324;24.158654;3.341524;-0.002601;7.075023;-2.593567
42.392338;101.882345;24.118914;3.342185;0.009211;7.001336;-2.658004
42.592302;101.686433;24.078812;3.345208;0.021024;6.925005;-2.720491
42.792266;101.490696;24.037887;3.350593;0.032841;6.845999;-2.783032
42.992230;101.295242;23.995680;3.358342;0.044663;6.764221;-2.855937
43.192194;101.100177;23.951730;3.368454;0.056480;6.679261;-2.933968
43.392158;100.905610;23.905577;3.380928;0.068272;6.590838;-3.008040
43.592121;100.711646;23.856762;3.395758;0.080005;6.498934;-3.070655
43.792085;100.518379;23.804895;3.411075;0.060361;6.403757;-3.115611
43.992049;100.325666;23.750696;3.419058;0.019422;6.305719;-3.136180
44.192013;100.133180;23.695753;3.418853;-0.021491;6.205469;-3.125198
44.391977;99.940590;23.641676;3.410449;-0.062589;6.103932;-3.075519
44.591941;99.747565;23.590073;3.393811;-0.104023;6.002333;-3.025745
44.791905;99.553773;23.542555;3.368895;-0.145751;5.900672;-2.943381
44.991868;99.358882;23.500733;3.335683;-0.187413;5.800068;-2.794017
45.191832;99.162562;23.466216;3.294233;-0.228196;5.702927;-2.590856
45.391796;98.964482;23.440613;3.244748;-0.266747;5.611348;-2.352801
45.591760;98.764309;23.425536;3.187647;-0.301173;5.526868;-2.132263
45.791724;98.562459;23.422516;3.125305;-0.308482;5.449176;-1.927039
45.991688;98.359546;23.432177;3.062717;-0.308698;5.377997;-1.735277
46.191652;98.156882;23.454668;2.999197;-0.315256;5.313084;-1.410238
46.391615;97.956145;23.490143;2.933724;-0.328052;5.259740;-1.131155
46.591579;97.759011;23.538755;2.865275;-0.347133;5.216559;-0.949987
46.791543;97.567158;23.600658;2.792825;-0.372583;5.180016;-0.788841
46.991507;97.382261;23.676008;2.715354;-0.404337;5.149474;-0.595474
47.191471;97.205999;23.764957;2.631885;-0.441924;5.126299;-0.347754
47.391435;97.040047;23.867661;2.541560;-0.484090;5.112716;-0.153644
47.591399;96.886083;23.984272;2.443761;-0.528367;5.106703;0.011620
47.791362;96.744962;24.115491;2.342854;-0.488754;5.107158;0.152301
